id_tx,id_cliente,id_ciudad,categoria,monto,fecha
12202,44,1,ropa,84.42,2025-04-12
12203,283,4,electronica,253.53,2025-01-05
12204,80,4,ropa,74.24,2025-10-08
12205,429,3,juguetes,86.62,2025-08-28
12206,483,3,mercado,15.37,2025-12-17
12207,387,4,ropa,181.35,2025-05-08
12208,33,1,ropa,135.61,2025-12-21
12209,144,1,ropa,55.85,2025-01-16
12210,111,5,hogar,50.91,2025-11-25
12211,300,7,ropa,111.62,2025-11-28
12212,257,4,deportes,14.49,2025-09-09
12213,758,3,mercado,47.22,2025-11-16
12214,239,6,libros,74.89,2025-09-26
12215,461,1,juguetes,118.22,2025-04-02
12216,732,1,hogar,29.44,2025-06-19
12217,501,2,mercado,117.13,2025-07-20
12218,490,2,hogar,54.78,2025-07-19
12219,163,2,electronica,704.11,2025-06-08
12220,106,3,libros,98.17,2025-07-06
12221,133,7,mercado,308.63,2025-01-23
12222,639,2,electronica,193.25,2025-01-01
12223,124,3,mercado,38.22,2025-04-20
12224,314,2,hogar,9.22,2025-01-20
12225,778,2,mercado,113.47,2025-10-24
12226,701,1,hogar,176.05,2025-07-06
12227,154,1,electronica,29.56,2025-09-20
12228,140,1,ropa,69.14,2025-06-18
12229,453,3,electronica,48.45,2025-03-27
12230,464,3,electronica,18.31,2025-01-13
12231,291,4,ropa,101.81,2025-07-23
12232,108,1,electronica,319.81,2025-12-06
12233,513,2,mercado,10.15,2025-05-22
12234,633,1,electronica,249.42,2025-09-19
12235,472,3,mercado,37.32,2025-08-13
12236,114,1,electronica,234.47,2025-12-18
12237,375,6,mercado,304.21,2025-08-26
12238,364,2,mercado,93.37,2025-08-18
12239,57,3,libros,5.34,2025-02-16
12240,759,2,electronica,141.89,2025-02-07
12241,574,2,ropa,12.54,2025-04-17
12242,441,3,ropa,187.33,2025-06-11
12243,297,1,electronica,264.93,2025-07-27
12244,683,1,ropa,74.94,2025-12-05
12245,100,1,hogar,189.56,2025-10-27
12246,327,2,hogar,45.57,2025-09-03
12247,567,2,mercado,40.89,2025-04-20
12248,393,1,hogar,37.11,2025-09-26
12249,5,1,electronica,1226.69,2025-09-18
12250,614,6,ropa,297.02,2025-11-18
12251,83,2,electronica,39.11,2025-07-09
12252,766,1,electronica,696.34,2025-02-01
12253,52,3,juguetes,7.32,2025-12-22
12254,722,1,hogar,311.09,2025-07-16
12255,408,3,electronica,43.99,2025-03-05
12256,328,3,ropa,168.54,2025-04-04
12257,288,1,juguetes,12.37,2025-07-27
12258,724,2,ropa,143.42,2025-07-13
12259,188,2,electronica,18.05,2025-11-12
12260,254,1,ropa,126.67,2025-01-18
12261,258,1,electronica,65.03,2025-07-25
12262,593,2,electronica,87.61,2025-12-08
12263,642,2,juguetes,17.21,2025-07-19
12264,110,3,ropa,36.5,2025-12-16
12265,650,5,electronica,318.22,2025-11-20
12266,25,2,ropa,73.66,2025-04-09
12267,319,1,mercado,149.35,2025-01-13
12268,444,2,hogar,5.58,2025-09-23
12269,458,1,mercado,29.32,2025-01-04
12270,534,2,ropa,57.83,2025-04-12
12271,794,4,hogar,108.99,2025-02-26
12272,591,3,deportes,38.4,2025-09-10
12273,772,2,juguetes,96.19,2025-01-19
12274,774,2,deportes,34.03,2025-04-11
12275,259,2,hogar,11.44,2025-05-01
12276,249,3,mercado,79.59,2025-12-13
12277,436,2,ropa,68.49,2025-04-13
12278,445,2,ropa,182.2,2025-04-28
12279,609,1,juguetes,127.55,2025-09-28
12280,326,5,mercado,7.48,2025-06-23
12281,328,3,electronica,223.66,2025-10-23
12282,228,3,mercado,62.85,2025-10-23
12283,61,2,mercado,151.79,2025-10-22
12284,648,2,hogar,166.96,2025-04-19
12285,255,2,electronica,133.84,2025-10-08
12286,790,3,ropa,34.88,2025-02-14
12287,490,7,deportes,60.67,2025-10-28
12288,376,5,electronica,485.97,2025-06-06
12289,240,4,mercado,41.21,2025-01-20
12290,502,3,electronica,105.32,2025-12-25
12291,735,3,mercado,11.4,2025-08-16
12292,68,2,ropa,69.02,2025-09-09
12293,180,2,hogar,22.63,2025-05-04
12294,590,3,electronica,309.21,2025-12-26
12295,626,2,mercado,9.56,2025-06-26
12296,167,2,electronica,384.34,2025-04-13
12297,510,3,ropa,6.44,2025-03-12
12298,317,1,libros,72.86,2025-09-03
12299,178,2,libros,8.83,2025-07-15
12300,781,3,mercado,91.14,2025-07-14
12301,78,3,mercado,129.55,2025-01-20
12302,682,1,deportes,275.82,2025-07-07
12303,385,2,ropa,5.86,2025-08-27
12304,429,1,ropa,21.52,2025-02-27
12305,500,2,ropa,42.43,2025-07-05
12306,567,2,electronica,1108.99,2025-06-14
12307,615,1,hogar,184.44,2025-05-16
12308,568,2,deportes,370.46,2025-03-18
12309,206,5,electronica,147.35,2025-10-03
12310,184,3,libros,52.1,2025-04-25
12311,388,2,hogar,186.61,2025-05-10
12312,53,2,ropa,21.94,2025-02-18
12313,176,2,ropa,33.66,2025-01-06
12314,772,1,electronica,39.85,2025-02-01
12315,527,2,libros,13.63,2025-11-09
12316,669,3,electronica,81.46,2025-01-19
12317,67,2,hogar,212.96,2025-12-26
12318,711,1,deportes,136.82,2025-09-12
12319,254,1,deportes,239.25,2025-10-10
12320,757,1,electronica,130.63,2025-02-18
12321,778,1,ropa,7.88,2025-12-15
12322,414,5,ropa,84.51,2025-07-15
12323,533,2,mercado,147.14,2025-04-11
12324,245,4,mercado,88.49,2025-02-24
12325,363,1,ropa,28.14,2025-06-19
12326,350,2,mercado,14.73,2025-08-22
12327,195,2,ropa,61.75,2025-12-04
12328,122,7,hogar,64.72,2025-05-08
12329,437,1,ropa,20.32,2025-04-12
12330,164,2,electronica,476.14,2025-11-04
12331,276,2,libros,103.78,2025-11-20
12332,260,1,juguetes,24.92,2025-11-28
12333,601,2,hogar,292.45,2025-10-19
12334,551,1,electronica,195.39,2025-01-21
12335,81,1,electronica,229.4,2025-12-17
12336,373,2,hogar,18.47,2025-01-07
12337,243,3,ropa,29.42,2025-03-16
12338,136,6,juguetes,110.7,2025-11-12
12339,301,2,ropa,88.6,2025-02-28
12340,588,4,ropa,104.29,2025-10-20
12341,123,3,mercado,85.06,2025-07-09
12342,543,1,hogar,20.46,2025-09-04
12343,68,1,electronica,18.02,2025-06-14
12344,472,2,ropa,98.52,2025-06-20
12345,653,2,mercado,58.97,2025-08-18
12346,610,1,deportes,65.44,2025-01-20
12347,745,1,hogar,124.07,2025-12-23
12348,632,1,libros,68.34,2025-01-26
12349,13,3,hogar,34.17,2025-11-26
12350,184,2,hogar,19.63,2025-11-08
12351,382,1,mercado,154.34,2025-12-20
12352,693,4,electronica,121.87,2025-08-10
12353,381,2,mercado,141.32,2025-02-17
12354,112,5,electronica,387.72,2025-02-02
12355,493,3,electronica,132.78,2025-01-05
12356,520,1,electronica,609.02,2025-12-06
12357,590,2,hogar,156.15,2025-11-09
12358,307,5,mercado,49.71,2025-04-10
12359,525,1,electronica,895.74,2025-12-09
12360,576,1,electronica,271.36,2025-08-27
12361,564,6,ropa,6.78,2025-05-22
12362,274,2,mercado,99.68,2025-09-01
12363,583,2,electronica,993.58,2025-09-23
12364,501,1,deportes,61.8,2025-10-07
12365,721,2,electronica,1549.49,2025-08-09
12366,83,1,deportes,196.36,2025-07-06
12367,751,1,mercado,141.3,2025-05-05
12368,297,2,electronica,750.72,2025-11-26
12369,663,1,ropa,99.8,2025-02-17
12370,721,1,libros,7.24,2025-06-08
12371,510,2,mercado,13.13,2025-07-03
12372,739,7,mercado,41.55,2025-06-08
12373,278,3,ropa,61.18,2025-06-09
12374,570,2,mercado,91.03,2025-04-23
12375,557,2,mercado,14.07,2025-04-20
12376,766,1,ropa,73.47,2025-09-16
12377,337,2,electronica,29.39,2025-08-26
12378,144,2,hogar,59.9,2025-03-21
12379,767,1,mercado,70.82,2025-02-27
12380,560,1,hogar,90.26,2025-12-25
12381,775,2,electronica,240.03,2025-04-10
12382,606,2,hogar,244.74,2025-07-13
12383,562,2,hogar,299.31,2025-04-18
12384,76,1,electronica,31.3,2025-07-23
12385,290,2,electronica,205.52,2025-11-19
12386,193,1,mercado,75.21,2025-11-09
12387,799,2,electronica,184.48,2025-12-19
12388,495,2,mercado,31.66,2025-06-13
12389,228,1,hogar,119.39,2025-03-12
12390,161,5,electronica,46.59,2025-08-02
12391,488,2,electronica,159.49,2025-10-26
12392,408,2,hogar,312.66,2025-02-22
12393,145,5,ropa,72.78,2025-03-18
12394,193,2,electronica,51.01,2025-10-17
12395,461,4,libros,14.48,2025-05-20
12396,41,2,juguetes,13.74,2025-11-23
12397,213,3,libros,16.49,2025-08-25
12398,530,1,libros,17.01,2025-04-05
12399,381,4,mercado,9.92,2025-06-28
12400,396,2,electronica,16.37,2025-12-11
12401,331,1,juguetes,72.18,2025-06-28
12402,453,2,mercado,48.72,2025-11-05
12403,706,5,ropa,116.93,2025-03-21
12404,286,2,mercado,129.81,2025-05-24
12405,98,1,juguetes,5.99,2025-07-07
12406,623,2,hogar,100.22,2025-03-25
12407,616,1,hogar,15.65,2025-10-03
12408,250,2,hogar,175.58,2025-05-14
12409,99,4,mercado,105.64,2025-09-10
12410,582,1,juguetes,13.0,2025-05-07
12411,354,2,hogar,44.0,2025-05-26
12412,405,2,hogar,25.28,2025-01-07
12413,751,4,ropa,16.03,2025-03-24
12414,255,1,mercado,32.07,2025-12-13
12415,694,4,electronica,51.07,2025-08-12
12416,700,1,ropa,134.36,2025-07-10
12417,282,4,mercado,70.06,2025-03-11
12418,524,3,mercado,66.99,2025-02-13
12419,53,2,electronica,307.72,2025-02-17
12420,120,2,deportes,178.55,2025-07-09
12421,613,1,libros,14.21,2025-01-23
12422,465,2,electronica,269.59,2025-11-13
12423,502,2,electronica,215.12,2025-12-13
12424,2,2,juguetes,87.91,2025-12-07
12425,630,2,deportes,49.31,2025-04-21
12426,612,2,mercado,12.69,2025-05-01
12427,653,5,electronica,605.75,2025-09-26
12428,17,2,ropa,127.79,2025-10-13
12429,500,1,libros,158.03,2025-08-25
12430,262,2,electronica,110.67,2025-04-19
12431,40,2,electronica,81.43,2025-05-04
12432,300,5,mercado,58.07,2025-06-13
12433,705,1,hogar,36.63,2025-05-04
12434,144,1,ropa,57.13,2025-03-28
12435,21,3,deportes,172.65,2025-12-12
12436,715,1,hogar,17.2,2025-09-03
12437,671,2,hogar,61.03,2025-10-26
12438,689,2,hogar,17.74,2025-06-13
12439,282,2,deportes,39.89,2025-12-04
12440,638,4,libros,48.76,2025-10-08
12441,630,6,juguetes,49.9,2025-01-28
12442,440,2,electronica,472.53,2025-07-18
12443,755,2,ropa,95.31,2025-10-20
12444,495,6,hogar,194.81,2025-05-18
12445,240,3,electronica,150.91,2025-06-27
12446,29,1,ropa,52.38,2025-12-09
12447,82,5,ropa,233.31,2025-12-08
12448,584,1,electronica,325.52,2025-11-16
12449,417,4,electronica,59.81,2025-11-23
12450,606,4,ropa,34.18,2025-12-15
12451,785,2,hogar,382.05,2025-05-03
12452,100,3,juguetes,30.47,2025-05-13
12453,330,3,mercado,273.58,2025-06-02
12454,379,2,mercado,130.92,2025-01-28
12455,455,2,hogar,26.14,2025-04-22
12456,420,1,deportes,118.82,2025-10-19
12457,360,4,ropa,41.36,2025-06-02
12458,5,3,electronica,12.52,2025-09-18
12459,745,1,hogar,111.99,2025-07-09
12460,378,1,ropa,15.12,2025-11-05
12461,113,1,deportes,61.8,2025-12-21
12462,38,5,ropa,34.49,2025-05-20
12463,346,2,mercado,38.02,2025-06-26
12464,93,1,libros,9.31,2025-06-17
12465,355,2,hogar,100.04,2025-04-23
12466,85,2,mercado,29.13,2025-10-05
12467,50,2,mercado,61.14,2025-07-19
12468,217,2,mercado,69.36,2025-09-24
12469,768,4,ropa,36.68,2025-08-25
12470,316,4,ropa,60.12,2025-04-12
12471,130,2,ropa,266.93,2025-11-23
12472,587,4,libros,95.94,2025-07-08
12473,420,1,hogar,103.43,2025-01-06
12474,628,3,mercado,26.51,2025-02-20
12475,51,2,hogar,5.32,2025-06-09
12476,604,3,ropa,12.21,2025-09-27
12477,341,7,hogar,45.53,2025-03-10
12478,51,2,hogar,92.95,2025-02-27
12479,581,1,libros,15.62,2025-08-16
12480,558,6,mercado,31.99,2025-12-16
12481,115,7,ropa,28.5,2025-08-05
12482,72,3,ropa,316.41,2025-08-02
12483,757,1,ropa,61.05,2025-01-02
12484,168,2,electronica,371.01,2025-11-09
12485,746,1,libros,9.67,2025-04-03
12486,214,2,libros,8.45,2025-06-01
12487,314,5,hogar,58.6,2025-06-27
12488,586,1,mercado,6.46,2025-12-03
12489,173,1,ropa,98.51,2025-05-15
12490,509,1,ropa,214.64,2025-06-27
12491,379,5,electronica,889.22,2025-11-14
12492,748,2,hogar,256.66,2025-01-03
12493,747,6,electronica,619.2,2025-01-08
12494,4,2,hogar,145.27,2025-04-21
12495,684,3,ropa,122.06,2025-11-01
12496,526,4,electronica,163.23,2025-09-14
12497,158,2,hogar,433.92,2025-08-10
12498,579,1,ropa,17.92,2025-04-17
12499,658,2,mercado,155.61,2025-02-17
12500,707,2,juguetes,45.31,2025-07-24
12501,46,1,ropa,51.65,2025-12-06
12502,669,1,ropa,42.5,2025-04-12
12503,791,2,ropa,12.19,2025-05-11
12504,127,4,ropa,13.9,2025-09-15
12505,174,6,deportes,6.52,2025-10-05
12506,497,3,ropa,108.86,2025-11-09
12507,184,1,ropa,430.41,2025-04-11
12508,480,3,hogar,134.16,2025-01-13
12509,303,1,mercado,95.15,2025-06-14
12510,682,2,electronica,157.73,2025-11-03
12511,630,2,hogar,78.39,2025-01-21
12512,293,4,mercado,101.33,2025-05-19
12513,466,3,ropa,24.24,2025-03-25
12514,219,2,mercado,143.5,2025-04-28
12515,103,4,ropa,9.96,2025-07-13
12516,709,2,hogar,55.69,2025-09-08
12517,559,3,electronica,103.04,2025-08-09
12518,246,2,hogar,160.31,2025-09-03
12519,607,2,libros,133.37,2025-11-15
12520,228,2,mercado,78.55,2025-10-04
12521,701,2,mercado,49.7,2025-10-27
12522,619,1,libros,43.96,2025-08-05
12523,435,2,ropa,180.42,2025-09-17
12524,782,2,mercado,30.82,2025-02-22
12525,658,4,hogar,40.92,2025-12-15
12526,763,4,ropa,306.91,2025-09-28
12527,439,2,libros,35.34,2025-09-22
12528,786,2,ropa,119.69,2025-10-06
12529,459,2,libros,73.94,2025-08-16
12530,569,5,mercado,93.44,2025-09-12
12531,691,1,libros,6.45,2025-12-01
12532,162,3,ropa,55.08,2025-11-10
12533,69,2,electronica,22.11,2025-01-22
12534,778,1,hogar,120.42,2025-04-11
12535,432,1,mercado,39.16,2025-05-05
12536,663,3,mercado,10.45,2025-10-16
12537,546,5,deportes,172.13,2025-01-05
12538,193,5,hogar,68.38,2025-09-10
12539,65,2,mercado,5.6,2025-11-16
12540,174,2,electronica,185.67,2025-02-22
12541,365,1,hogar,203.23,2025-01-22
12542,325,2,juguetes,223.87,2025-07-17
12543,51,1,electronica,78.33,2025-10-04
12544,665,2,deportes,394.42,2025-02-04
12545,580,6,electronica,21.78,2025-06-24
12546,441,5,hogar,107.92,2025-09-21
12547,375,2,mercado,67.49,2025-05-09
12548,745,2,mercado,53.01,2025-06-16
12549,668,2,ropa,10.59,2025-12-05
12550,231,2,hogar,76.17,2025-08-10
12551,425,4,mercado,5.32,2025-11-28
12552,534,4,mercado,83.18,2025-08-16
12553,350,1,electronica,215.55,2025-02-14
12554,465,3,electronica,146.72,2025-06-20
12555,159,1,libros,12.93,2025-11-18
12556,268,2,juguetes,78.25,2025-05-24
12557,236,2,hogar,236.23,2025-04-18
12558,353,4,hogar,275.0,2025-10-12
12559,111,2,deportes,6.46,2025-06-09
12560,19,5,mercado,26.38,2025-05-28
12561,539,2,mercado,11.8,2025-12-18
12562,569,1,hogar,614.72,2025-10-08
12563,594,3,hogar,45.74,2025-08-12
12564,246,3,electronica,262.16,2025-02-26
12565,414,4,hogar,187.14,2025-12-17
12566,266,4,mercado,61.41,2025-08-07
12567,712,5,electronica,222.56,2025-06-24
12568,778,5,electronica,313.14,2025-09-06
12569,155,1,hogar,1161.12,2025-04-22
12570,706,1,electronica,37.42,2025-08-02
12571,103,1,mercado,66.7,2025-05-06
12572,215,5,mercado,18.58,2025-12-04
12573,469,2,mercado,38.66,2025-09-15
12574,551,5,hogar,338.95,2025-04-22
12575,659,4,hogar,12.11,2025-11-21
12576,541,2,ropa,93.55,2025-08-27
12577,131,7,electronica,85.49,2025-07-15
12578,39,2,libros,26.2,2025-07-24
12579,478,2,electronica,102.94,2025-03-06
12580,431,2,hogar,234.34,2025-07-25
12581,396,6,electronica,392.12,2025-07-28
12582,283,2,deportes,163.57,2025-10-15
12583,6,1,electronica,141.2,2025-07-25
12584,756,7,ropa,18.24,2025-08-17
12585,190,2,juguetes,103.62,2025-05-04
12586,261,2,deportes,352.14,2025-02-20
12587,702,7,electronica,50.99,2025-08-25
12588,182,5,juguetes,28.75,2025-12-02
12589,104,1,electronica,25.11,2025-11-01
12590,56,2,mercado,5.47,2025-01-07
12591,213,1,electronica,865.3,2025-11-13
12592,55,4,electronica,266.13,2025-12-06
12593,258,2,electronica,315.12,2025-02-08
12594,724,1,electronica,128.74,2025-11-22
12595,586,7,electronica,203.96,2025-09-23
12596,159,2,mercado,6.03,2025-02-20
12597,169,1,electronica,43.83,2025-08-12
12598,169,7,mercado,18.65,2025-08-01
12599,569,4,electronica,382.67,2025-05-25
12600,776,3,electronica,778.45,2025-05-05
12601,628,2,electronica,580.74,2025-09-19
12602,257,5,juguetes,47.56,2025-06-28
12603,312,1,ropa,72.83,2025-04-19
12604,680,2,deportes,15.25,2025-08-16
12605,129,1,electronica,1111.33,2025-09-05
12606,264,2,electronica,981.26,2025-05-05
12607,443,2,electronica,1133.66,2025-09-22
12608,736,6,mercado,108.98,2025-07-06
12609,558,2,mercado,63.65,2025-04-03
12610,256,2,mercado,46.71,2025-02-21
12611,463,2,electronica,634.5,2025-09-15
12612,784,3,mercado,62.65,2025-01-24
12613,615,2,ropa,13.27,2025-09-27
12614,148,4,juguetes,7.65,2025-08-17
12615,560,3,electronica,194.83,2025-11-09
12616,177,1,mercado,30.05,2025-06-05
12617,467,1,deportes,181.98,2025-12-18
12618,39,2,ropa,65.74,2025-07-24
12619,739,5,hogar,127.67,2025-10-06
12620,685,3,mercado,57.06,2025-11-04
12621,435,2,mercado,12.4,2025-12-24
12622,524,7,libros,61.95,2025-10-26
12623,318,2,hogar,68.94,2025-06-10
12624,799,1,hogar,601.48,2025-12-06
12625,740,2,hogar,399.69,2025-02-02
12626,101,3,deportes,218.78,2025-11-12
12627,183,4,mercado,43.78,2025-10-19
12628,604,2,ropa,119.19,2025-09-11
12629,575,1,electronica,1191.37,2025-09-26
12630,733,6,mercado,12.23,2025-06-20
12631,305,1,mercado,15.84,2025-02-05
12632,282,3,electronica,187.44,2025-12-12
12633,772,1,ropa,94.91,2025-12-04
12634,111,5,ropa,35.05,2025-12-17
12635,728,2,mercado,94.64,2025-02-25
12636,481,7,hogar,217.58,2025-04-11
12637,174,1,ropa,67.69,2025-06-09
12638,491,1,mercado,9.14,2025-01-06
12639,650,1,electronica,224.77,2025-11-08
12640,391,5,electronica,5.72,2025-04-07
12641,240,2,electronica,170.78,2025-09-15
12642,698,2,electronica,544.43,2025-10-24
12643,462,2,ropa,37.89,2025-03-26
12644,423,1,ropa,62.66,2025-11-26
12645,447,2,deportes,227.64,2025-10-11
12646,439,2,mercado,123.67,2025-10-10
12647,750,2,mercado,44.65,2025-10-01
12648,67,6,electronica,772.15,2025-08-20
12649,696,1,libros,52.32,2025-12-26
12650,507,2,hogar,105.35,2025-03-04
12651,168,1,mercado,13.69,2025-02-21
12652,741,4,electronica,27.28,2025-09-26
12653,632,1,ropa,106.31,2025-08-23
12654,112,2,libros,25.14,2025-05-28
12655,340,1,mercado,9.35,2025-01-05
12656,532,7,electronica,34.34,2025-05-24
12657,699,2,ropa,142.02,2025-04-13
12658,393,5,ropa,131.28,2025-07-27
12659,322,3,ropa,284.13,2025-12-02
12660,49,5,electronica,762.77,2025-11-08
12661,330,3,hogar,6.17,2025-04-27
12662,53,2,mercado,64.0,2025-10-18
12663,570,1,ropa,60.74,2025-07-18
12664,281,6,mercado,155.4,2025-07-05
12665,46,2,electronica,1211.7,2025-02-19
12666,532,1,electronica,595.29,2025-11-08
12667,97,5,mercado,72.23,2025-06-07
12668,348,2,ropa,131.21,2025-03-21
12669,642,1,electronica,114.89,2025-02-14
12670,547,2,deportes,54.44,2025-02-23
12671,444,2,electronica,84.42,2025-12-12
12672,409,2,ropa,61.44,2025-12-10
12673,186,2,hogar,243.73,2025-02-17
12674,635,3,ropa,215.0,2025-07-09
12675,1,2,juguetes,40.77,2025-03-09
12676,800,2,electronica,642.23,2025-03-11
12677,480,2,ropa,154.9,2025-10-11
12678,149,7,ropa,20.35,2025-09-02
12679,456,2,libros,14.49,2025-08-26
12680,254,2,juguetes,98.42,2025-02-12
12681,522,2,deportes,108.26,2025-08-17
12682,23,1,deportes,13.69,2025-12-28
12683,13,3,electronica,323.56,2025-09-28
12684,410,2,electronica,84.39,2025-08-16
12685,346,2,electronica,110.22,2025-11-09
12686,706,3,mercado,76.55,2025-09-28
12687,795,3,ropa,15.05,2025-06-07
12688,429,2,mercado,65.3,2025-07-02
12689,393,1,libros,25.5,2025-09-19
12690,428,6,ropa,117.52,2025-01-22
12691,537,1,electronica,77.28,2025-11-28
12692,128,1,ropa,55.64,2025-11-23
12693,366,4,hogar,69.15,2025-09-25
12694,204,1,ropa,105.68,2025-05-12
12695,104,3,hogar,19.54,2025-02-05
12696,726,2,electronica,160.97,2025-10-03
12697,347,1,hogar,144.28,2025-03-05
12698,403,4,electronica,89.28,2025-04-03
12699,189,2,mercado,41.95,2025-01-04
12700,181,4,ropa,56.44,2025-05-10
12701,742,6,libros,13.98,2025-12-12
12702,35,2,electronica,97.55,2025-04-14
12703,260,2,mercado,129.81,2025-03-06
12704,628,2,deportes,84.44,2025-09-05
12705,769,2,electronica,606.05,2025-09-27
12706,33,4,hogar,40.04,2025-07-16
12707,794,2,juguetes,19.52,2025-11-10
12708,523,2,electronica,295.16,2025-07-21
12709,329,2,libros,8.67,2025-12-05
12710,188,2,hogar,182.26,2025-12-12
12711,501,1,libros,16.92,2025-02-20
12712,316,2,deportes,18.45,2025-04-04
12713,158,2,hogar,293.56,2025-12-04
12714,198,5,mercado,20.28,2025-11-28
12715,714,4,ropa,14.1,2025-09-14
12716,568,4,mercado,20.31,2025-04-25
12717,28,3,libros,53.62,2025-03-17
12718,436,3,hogar,41.82,2025-03-03
12719,565,1,libros,51.81,2025-08-12
12720,632,3,mercado,54.96,2025-05-12
12721,242,2,electronica,54.4,2025-10-21
12722,173,2,mercado,125.82,2025-04-01
12723,367,2,ropa,197.36,2025-07-18
12724,205,3,hogar,55.44,2025-01-18
12725,417,4,ropa,34.03,2025-11-24
12726,661,1,hogar,328.99,2025-10-02
12727,166,6,ropa,76.85,2025-06-02
12728,186,2,hogar,279.36,2025-07-11
12729,739,1,electronica,211.55,2025-07-02
12730,600,2,juguetes,6.04,2025-03-25
12731,693,3,electronica,258.94,2025-04-25
12732,493,3,electronica,496.16,2025-07-14
12733,168,3,hogar,43.26,2025-08-02
12734,350,1,electronica,15.23,2025-01-20
12735,246,4,libros,47.58,2025-03-18
12736,564,2,electronica,917.02,2025-04-08
12737,322,2,libros,61.68,2025-09-04
12738,76,5,ropa,15.76,2025-03-17
12739,767,1,electronica,26.05,2025-02-01
12740,135,6,mercado,91.07,2025-12-25
12741,320,4,electronica,74.89,2025-05-17
12742,623,1,ropa,53.77,2025-03-09
12743,441,1,mercado,78.33,2025-09-21
12744,223,2,hogar,169.11,2025-12-17
12745,340,1,deportes,49.12,2025-01-22
12746,109,7,deportes,82.34,2025-11-12
12747,278,2,electronica,221.84,2025-12-25
12748,636,1,electronica,187.31,2025-07-27
12749,666,6,ropa,39.53,2025-01-13
12750,405,1,hogar,232.53,2025-05-22
12751,613,2,ropa,21.7,2025-02-08
12752,779,2,mercado,61.63,2025-12-24
12753,451,2,electronica,552.11,2025-11-13
12754,745,3,ropa,90.39,2025-11-16
12755,288,2,libros,54.64,2025-09-23
12756,753,2,ropa,184.99,2025-03-25
12757,54,1,ropa,78.88,2025-10-23
12758,243,1,juguetes,45.65,2025-04-16
12759,709,1,mercado,153.85,2025-08-01
12760,651,2,mercado,18.51,2025-08-10
12761,27,1,electronica,773.52,2025-08-25
12762,757,1,hogar,41.34,2025-03-27
12763,348,2,deportes,24.09,2025-11-22
12764,713,2,electronica,174.13,2025-05-21
12765,564,2,ropa,81.28,2025-02-16
12766,238,3,ropa,83.99,2025-04-16
12767,216,1,hogar,22.15,2025-08-08
12768,261,2,mercado,84.98,2025-04-03
12769,601,1,libros,23.96,2025-12-24
12770,476,1,juguetes,14.44,2025-01-13
12771,782,1,libros,78.6,2025-02-02
12772,785,1,electronica,327.52,2025-12-10
12773,572,2,ropa,29.47,2025-04-28
12774,487,1,electronica,574.92,2025-11-25
12775,586,7,ropa,103.74,2025-07-14
12776,417,1,juguetes,17.99,2025-01-07
12777,146,1,ropa,7.65,2025-09-07
12778,170,3,hogar,82.23,2025-01-01
12779,399,2,electronica,420.77,2025-10-09
12780,610,1,mercado,142.72,2025-04-05
12781,219,4,ropa,416.78,2025-02-09
12782,353,5,electronica,750.22,2025-04-28
12783,451,1,mercado,44.12,2025-08-05
12784,767,2,libros,69.42,2025-05-20
12785,105,2,mercado,105.54,2025-04-25
12786,342,3,mercado,19.61,2025-04-12
12787,163,6,ropa,104.51,2025-04-02
12788,429,6,deportes,183.18,2025-09-13
12789,212,1,deportes,76.04,2025-02-14
12790,35,1,juguetes,10.25,2025-04-12
12791,541,1,hogar,158.02,2025-09-26
12792,345,5,ropa,125.71,2025-05-05
12793,796,1,mercado,41.64,2025-04-08
12794,52,2,hogar,120.98,2025-07-24
12795,102,3,libros,38.36,2025-06-03
12796,419,3,deportes,138.52,2025-02-18
12797,570,5,electronica,423.63,2025-07-26
12798,147,2,electronica,183.04,2025-02-15
12799,193,3,electronica,273.95,2025-04-24
12800,193,4,hogar,11.97,2025-08-10
12801,424,1,electronica,68.29,2025-07-09
12802,264,2,ropa,21.32,2025-02-24
12803,479,2,mercado,30.19,2025-05-03
12804,446,6,electronica,26.47,2025-11-04
12805,634,4,electronica,571.51,2025-05-22
12806,738,4,deportes,35.82,2025-04-24
12807,695,4,mercado,59.61,2025-07-01
12808,627,2,ropa,120.19,2025-02-04
12809,210,3,hogar,95.28,2025-06-05
12810,232,2,ropa,143.61,2025-12-10
12811,187,2,ropa,78.93,2025-04-26
12812,265,2,electronica,22.03,2025-04-12
12813,510,2,hogar,156.25,2025-02-24
12814,549,1,electronica,890.2,2025-05-08
12815,565,6,hogar,267.29,2025-05-18
12816,634,1,libros,28.02,2025-12-11
12817,640,1,libros,77.16,2025-02-12
12818,701,4,electronica,336.41,2025-05-13
12819,463,1,deportes,20.57,2025-03-05
12820,297,5,ropa,144.41,2025-07-18
12821,257,3,hogar,219.96,2025-06-02
12822,125,1,mercado,43.96,2025-07-08
12823,43,2,electronica,68.86,2025-12-20
12824,194,3,libros,5.91,2025-05-12
12825,618,4,ropa,91.18,2025-02-28
12826,296,1,electronica,266.18,2025-06-04
12827,550,1,electronica,38.48,2025-07-27
12828,324,3,mercado,11.91,2025-10-11
12829,156,1,ropa,45.72,2025-02-18
12830,93,1,ropa,5.25,2025-01-25
12831,498,2,electronica,264.75,2025-12-09
12832,727,1,deportes,15.85,2025-10-17
12833,639,5,libros,52.65,2025-10-15
12834,747,1,ropa,90.42,2025-10-25
12835,635,3,mercado,5.61,2025-06-15
12836,522,2,hogar,65.11,2025-06-15
